,date,sec_code,change_pct,net_amount_main,net_pct_main,net_amount_xl,net_pct_xl,net_amount_l,net_pct_l,net_amount_m,net_pct_m,net_amount_s,net_pct_s
172,2018-09-14,600779.XSHG,2.43,767.4241,4.2259,292.6211,1.6113,474.803,2.6145,-771.6691,-4.2493,4.2449,0.0234
173,2018-09-17,600779.XSHG,-0.99,134.1228,0.8226,-326.442,-2.0022,460.5648,2.8249,-623.8779,-3.8265,489.755,3.0039
174,2018-09-18,600779.XSHG,0.78,523.4917,3.8219,-59.9612,-0.4378,583.4529,4.2597,-39.189,-0.2861,-484.3026,-3.5358
175,2018-09-19,600779.XSHG,2.49,1285.0428,5.8691,623.9488,2.8497,661.094,3.0194,-274.1583,-1.2521,-1010.8847,-4.617
176,2018-09-20,600779.XSHG,-2.11,-471.0903,-3.0721,-138.442,-0.9028,-332.6483,-2.1693,-611.3124,-3.9865,1082.4027,7.0585
177,2018-09-21,600779.XSHG,2.19,1449.079,6.4763,877.5114,3.9218,571.5676,2.5545,-443.1256,-1.9804,-1005.9535,-4.4958
178,2018-09-25,600779.XSHG,-0.05,33.6947,0.3858,0.0,0.0,33.6947,0.3858,-484.1339,-5.5431,450.4391,5.1573
179,2018-09-26,600779.XSHG,7.42,1518.1775,3.8587,1887.5787,4.7975,-369.4012,-0.9389,-280.2851,-0.7124,-1237.8924,-3.1463
180,2018-09-27,600779.XSHG,-1.7,-2180.4272,-9.6593,-20.2667,-0.0898,-2160.1605,-9.5695,403.4278,1.7872,1776.9996,7.8721
181,2018-09-28,600779.XSHG,1.16,1141.9721,6.0819,624.6535,3.3268,517.3186,2.7552,-1034.5202,-5.5097,-107.4519,-0.5723
182,2018-10-08,600779.XSHG,-6.16,-367.1124,-1.9711,-254.2674,-1.3652,-112.845,-0.6059,-1450.6594,-7.7888,1817.7718,9.7598
183,2018-10-09,600779.XSHG,-1.8,-497.0337,-3.9877,-159.9964,-1.2837,-337.0373,-2.7041,-542.0351,-4.3488,1039.0686,8.3365
184,2018-10-10,600779.XSHG,-6.55,-4999.2725,-16.3028,-881.7476,-2.8754,-4117.5249,-13.4274,-842.7812,-2.7483,5842.0538,19.0512
185,2018-10-11,600779.XSHG,-9.85,-2888.1957,-9.0995,-535.4309,-1.6869,-2352.7648,-7.4126,-19.1457,-0.0603,2907.3415,9.1598
186,2018-10-12,600779.XSHG,2.55,290.0033,1.5177,452.3512,2.3673,-162.3479,-0.8496,-633.0786,-3.313,343.0753,1.7954
187,2018-10-15,600779.XSHG,-1.26,-599.8689,-4.9476,38.4033,0.3167,-638.2722,-5.2643,-988.1246,-8.1498,1587.9934,13.0973
188,2018-10-16,600779.XSHG,0.16,-613.8151,-6.7696,-106.0752,-1.1699,-507.7399,-5.5997,-629.0027,-6.9371,1242.8179,13.7067
189,2018-10-17,600779.XSHG,-1.8,-964.7692,-9.906,18.1045,0.1859,-982.8737,-10.0919,-137.0664,-1.4074,1101.8356,11.3134
190,2018-10-18,600779.XSHG,-3.76,-619.761,-3.9456,-111.5497,-0.7102,-508.2113,-3.2355,-2.6425,-0.0168,622.4035,3.9624
191,2018-10-19,600779.XSHG,1.05,-282.7977,-1.1978,-322.1937,-1.3647,39.396,0.1669,858.2559,3.6352,-575.4581,-2.4374
192,2018-10-22,600779.XSHG,7.8,1637.1801,6.6476,692.6348,2.8124,944.5453,3.8352,-1563.3877,-6.348,-73.7924,-0.2996
193,2018-10-23,600779.XSHG,-9.05,-4908.183,-12.9099,-930.1239,-2.4465,-3978.0591,-10.4634,-447.4024,-1.1768,5355.5854,14.0867
194,2018-10-24,600779.XSHG,-0.5,166.4926,0.6229,-847.8477,-3.1719,1014.3403,3.7948,-1504.1324,-5.6271,1337.6397,5.0043
195,2018-10-25,600779.XSHG,-2.47,-560.0131,-2.9965,58.3953,0.3125,-618.4084,-3.3089,-1067.5162,-5.712,1627.5293,8.7084
196,2018-10-26,600779.XSHG,-1.91,-1081.7833,-7.3368,-109.1085,-0.74,-972.6748,-6.5968,-507.8667,-3.4444,1589.65,10.7812
197,2018-10-29,600779.XSHG,-10.0,-1867.0288,-8.7019,47.9327,0.2234,-1914.9615,-8.9253,-70.719,-0.3296,1937.7479,9.0315
198,2018-10-30,600779.XSHG,1.12,238.8542,1.1198,-70.983,-0.3328,309.8372,1.4525,-923.8592,-4.3311,685.005,3.2114
199,2018-10-31,600779.XSHG,6.66,736.3411,3.1043,227.1153,0.9575,509.2258,2.1468,-778.035,-3.28,41.6941,0.1758
200,2018-11-01,600779.XSHG,1.62,-1672.2267,-6.963,-272.6302,-1.1352,-1399.5965,-5.8278,478.5138,1.9925,1193.7129,4.9705
201,2018-11-02,600779.XSHG,6.39,1354.8586,5.1832,798.0614,3.0531,556.7972,2.1301,141.3519,0.5408,-1496.2106,-5.724
202,2018-11-05,600779.XSHG,-1.73,-1556.6103,-6.7587,-233.8283,-1.0153,-1322.782,-5.7435,-1175.1865,-5.1026,2731.797,11.8613
203,2018-11-06,600779.XSHG,-1.35,-361.4229,-2.9387,-143.5767,-1.1674,-217.8462,-1.7713,-306.9218,-2.4956,668.3447,5.4343
204,2018-11-07,600779.XSHG,-0.38,-327.9234,-2.5349,-4.7978,-0.0371,-323.1256,-2.4978,-1074.9362,-8.3094,1402.8597,10.8443
205,2018-11-08,600779.XSHG,-0.69,-951.822,-7.8412,-121.2267,-0.9987,-830.5953,-6.8425,-281.6838,-2.3205,1233.5059,10.1617
206,2018-11-09,600779.XSHG,-0.62,-279.9475,-3.6376,-347.5671,-4.5162,67.6196,0.8786,-84.8854,-1.103,364.8329,4.7406
207,2018-11-12,600779.XSHG,-1.67,-475.9611,-2.0648,3.7116,0.0161,-479.6727,-2.0809,-949.597,-4.1196,1425.5582,6.1844
208,2018-11-13,600779.XSHG,2.8,-40.8712,-0.1639,-48.8502,-0.1959,7.979,0.032,-1182.6507,-4.7428,1223.5217,4.9067
209,2018-11-14,600779.XSHG,-1.62,-641.2633,-3.4419,-54.7944,-0.2941,-586.4689,-3.1478,-935.3173,-5.0202,1576.5806,8.462
210,2018-11-15,600779.XSHG,0.77,-198.5778,-1.5136,-124.6129,-0.9498,-73.9649,-0.5638,-278.1404,-2.12,476.7183,3.6336
211,2018-11-16,600779.XSHG,0.45,77.1455,0.5286,77.6955,0.5323,-0.55,-0.0038,-513.22,-3.5163,436.0745,2.9877
212,2018-11-19,600779.XSHG,4.71,1663.0051,5.1116,482.2155,1.4822,1180.7896,3.6294,-849.6376,-2.6116,-813.3674,-2.5001
213,2018-11-20,600779.XSHG,-3.93,-1406.046,-6.7407,-735.9882,-3.5284,-670.0578,-3.2123,893.1423,4.2818,512.9037,2.4589
214,2018-11-21,600779.XSHG,0.38,489.6708,3.5046,162.5507,1.1634,327.1201,2.3412,21.3436,0.1528,-511.0146,-3.6573
215,2018-11-22,600779.XSHG,-0.58,-1236.4772,-9.769,3.0182,0.0238,-1239.4954,-9.7929,-665.3402,-5.2566,1901.8175,15.0257
216,2018-11-23,600779.XSHG,-3.17,-743.3179,-6.2085,-31.377,-0.2621,-711.9409,-5.9464,-594.0377,-4.9616,1337.3555,11.1701
217,2018-11-26,600779.XSHG,0.28,-63.7643,-0.965,0.0,0.0,-63.7643,-0.965,141.4915,2.1413,-77.7272,-1.1763
218,2018-11-27,600779.XSHG,0.5,-238.9817,-4.1695,0.0,0.0,-238.9817,-4.1695,42.3903,0.7396,196.5914,3.4299
219,2018-11-28,600779.XSHG,1.34,216.1633,2.4393,0.0,0.0,216.1633,2.4393,350.8943,3.9596,-567.0577,-6.3989
220,2018-11-29,600779.XSHG,1.57,-151.597,-0.5673,644.6154,2.4121,-796.2124,-2.9793,-1129.6919,-4.2272,1281.2888,4.7944
221,2018-11-30,600779.XSHG,3.23,1383.0938,4.6202,808.7894,2.7017,574.3044,1.9185,-501.5795,-1.6755,-881.5143,-2.9447
222,2018-12-03,600779.XSHG,7.55,2385.0792,6.0132,931.6161,2.3488,1453.4631,3.6644,274.4106,0.6918,-2659.4898,-6.705
223,2018-12-04,600779.XSHG,-1.14,-5162.215,-16.5861,-1170.7774,-3.7617,-3991.4376,-12.8244,2506.0524,8.0519,2656.1626,8.5342
224,2018-12-05,600779.XSHG,0.16,-1225.7056,-4.6112,-124.0785,-0.4668,-1101.6271,-4.1444,-21.4533,-0.0807,1247.1589,4.6919
225,2018-12-06,600779.XSHG,-2.09,-1687.1377,-8.8545,-699.7037,-3.6722,-987.434,-5.1823,-276.4461,-1.4509,1963.584,10.3054
226,2018-12-07,600779.XSHG,1.53,636.3421,3.0353,287.7156,1.3724,348.6265,1.6629,724.7408,3.457,-1361.0828,-6.4923
227,2018-12-10,600779.XSHG,0.28,-485.3427,-3.6157,-50.1047,-0.3733,-435.238,-3.2424,-11.9497,-0.089,497.2924,3.7047
228,2018-12-11,600779.XSHG,2.1,1218.4875,8.1694,372.0562,2.4945,846.4313,5.675,66.2407,0.4441,-1284.7283,-8.6135
229,2018-12-12,600779.XSHG,0.0,180.2024,1.3117,47.2653,0.344,132.9371,0.9676,-693.0419,-5.0446,512.8396,3.7329
230,2018-12-13,600779.XSHG,2.3,-120.7544,-0.5894,132.7689,0.648,-253.5233,-1.2374,824.678,4.0252,-703.9237,-3.4358
231,2018-12-14,600779.XSHG,-2.25,-1517.9261,-6.8691,-528.0122,-2.3894,-989.9139,-4.4797,375.5789,1.6996,1142.3473,5.1695
232,2018-12-17,600779.XSHG,0.18,-463.3924,-4.1757,50.0046,0.4506,-513.397,-4.6263,-388.9663,-3.5051,852.3588,7.6808
233,2018-12-18,600779.XSHG,-2.17,-642.1751,-5.4791,-27.5452,-0.235,-614.6299,-5.2441,-593.8614,-5.0669,1236.0366,10.5459
234,2018-12-19,600779.XSHG,1.19,-659.9848,-3.8986,-155.1472,-0.9165,-504.8376,-2.9822,185.7188,1.0971,474.2659,2.8016
235,2018-12-20,600779.XSHG,0.0,-45.1463,-0.4287,0.0,0.0,-45.1463,-0.4287,-498.4123,-4.7333,543.5585,5.162
236,2018-12-21,600779.XSHG,-3.25,-1363.2108,-9.2668,-236.0521,-1.6046,-1127.1587,-7.6621,-272.9253,-1.8553,1636.1361,11.122
237,2018-12-24,600779.XSHG,2.72,-921.0707,-8.264,-514.0677,-4.6123,-407.003,-3.6517,-461.7832,-4.1432,1382.854,12.4072
238,2018-12-25,600779.XSHG,0.34,-117.0768,-0.99,8.3512,0.0706,-125.428,-1.0606,331.3794,2.802,-214.3026,-1.8121
239,2018-12-26,600779.XSHG,-2.17,-458.289,-5.1795,64.9632,0.7342,-523.2522,-5.9137,-231.1106,-2.612,689.3996,7.7915
240,2018-12-27,600779.XSHG,0.16,30.362,0.3114,45.2313,0.4639,-14.8693,-0.1525,-264.0695,-2.7084,233.7074,2.397
241,2018-12-28,600779.XSHG,0.25,-43.5358,-0.4222,177.5313,1.7217,-221.0671,-2.1439,59.8755,0.5807,-16.3397,-0.1585
242,2019-01-02,600779.XSHG,-2.46,-241.486,-2.094,-134.3965,-1.1654,-107.0895,-0.9286,-326.9683,-2.8352,568.4541,4.9291
243,2019-01-03,600779.XSHG,-5.47,-1001.4869,-6.0818,-179.1788,-1.0881,-822.3081,-4.9937,-644.8133,-3.9158,1646.3002,9.9976
244,2019-01-04,600779.XSHG,0.99,-3.0676,-0.0207,-45.724,-0.3084,42.6564,0.2877,5.2941,0.0357,-2.2266,-0.015
245,2019-01-07,600779.XSHG,-0.78,-1433.9097,-11.231,-184.4304,-1.4445,-1249.4793,-9.7865,-227.2253,-1.7797,1661.1349,13.0108
246,2019-01-08,600779.XSHG,0.14,-153.6652,-1.9202,-60.6069,-0.7574,-93.0583,-1.1629,278.0311,3.4743,-124.3657,-1.5541
247,2019-01-09,600779.XSHG,0.44,102.6169,0.6674,8.5201,0.0554,94.0968,0.612,-8.0559,-0.0524,-94.5611,-0.615
248,2019-01-10,600779.XSHG,-1.36,-609.9401,-6.4864,-153.2619,-1.6299,-456.6782,-4.8566,-502.3191,-5.3419,1112.2591,11.8284
249,2019-01-11,600779.XSHG,1.21,35.5937,0.407,0.0,0.0,35.5937,0.407,-242.6415,-2.7748,207.0478,2.3678
250,2019-01-14,600779.XSHG,-1.67,-1070.7332,-10.6075,-257.0699,-2.5467,-813.6633,-8.0607,-130.7477,-1.2953,1201.4811,11.9028
251,2019-01-15,600779.XSHG,6.89,2279.7515,8.8394,429.3719,1.6648,1850.3796,7.1746,-80.0229,-0.3103,-2199.7286,-8.5292
252,2019-01-16,600779.XSHG,-2.36,-783.6382,-4.3585,-114.922,-0.6392,-668.7162,-3.7193,422.1782,2.3481,361.4602,2.0104
253,2019-01-17,600779.XSHG,0.13,191.1299,1.262,124.5766,0.8226,66.5533,0.4394,-487.6328,-3.2198,296.503,1.9578
254,2019-01-18,600779.XSHG,3.68,706.6246,2.6281,421.7018,1.5684,284.9228,1.0597,54.2581,0.2018,-760.8827,-2.8299
255,2019-01-21,600779.XSHG,0.96,-1070.3224,-4.3846,-123.8911,-0.5075,-946.4313,-3.8771,351.4663,1.4398,718.856,2.9448
256,2019-01-22,600779.XSHG,-2.41,-1298.0119,-10.8164,-141.997,-1.1833,-1156.0149,-9.6332,-126.4831,-1.054,1424.4951,11.8704
257,2019-01-23,600779.XSHG,-0.19,-210.4864,-2.1799,-148.7639,-1.5406,-61.7225,-0.6392,-342.4569,-3.5466,552.9432,5.7264
258,2019-01-24,600779.XSHG,1.33,593.9183,5.1419,106.549,0.9225,487.3693,4.2194,-1437.6014,-12.4462,843.6831,7.3043
259,2019-01-25,600779.XSHG,-2.4,-4131.7896,-23.9935,-276.8504,-1.6077,-3854.9392,-22.3858,1321.015,7.6712,2810.7746,16.3223
260,2019-01-28,600779.XSHG,0.23,-404.7798,-2.0731,-20.9856,-0.1075,-383.7942,-1.9656,-1378.3712,-7.0595,1783.151,9.1326
261,2019-01-29,600779.XSHG,-0.95,-1526.1437,-8.0777,-641.8496,-3.3972,-884.2941,-4.6805,122.51,0.6484,1403.6338,7.4293
262,2019-01-30,600779.XSHG,-3.24,-1646.0424,-11.016,-664.3604,-4.4462,-981.682,-6.5698,345.9799,2.3154,1300.0625,8.7005
263,2019-01-31,600779.XSHG,1.33,-711.1012,-4.5119,-314.7283,-1.9969,-396.3729,-2.515,183.8726,1.1667,527.2286,3.3452
264,2019-02-01,600779.XSHG,2.09,352.875,3.0368,11.4928,0.0989,341.3822,2.9379,-664.5227,-5.7189,311.6476,2.682
265,2019-02-11,600779.XSHG,4.33,2558.1538,10.2996,781.6357,3.147,1776.5181,7.1526,-1033.1457,-4.1596,-1525.0081,-6.1399
266,2019-02-12,600779.XSHG,1.01,2571.547,10.7328,530.0548,2.2123,2041.4922,8.5205,-328.63,-1.3716,-2242.9169,-9.3612
267,2019-02-13,600779.XSHG,1.69,1455.5069,5.5566,418.2265,1.5966,1037.2804,3.96,-345.0162,-1.3172,-1110.4907,-4.2395
268,2019-02-14,600779.XSHG,9.25,4217.578,8.8606,1635.0575,3.4351,2582.5205,5.4256,-605.0559,-1.2712,-3612.5222,-7.5895
